Data_Transakcji,ID_Produktu_Sprzedaz,Region,Ilosc_Sprzedana,Cena_Jednostkowa_Transakcji,Wartosc_Sprzedazy
2025-04-25,1061,Wschód,3,474.12,1422.36
2025-05-23,1016,Północ,4,922.09,3688.36
2025-06-18,1026,Zachód,5,159.42,797.1
2025-04-22,1099,Południe,4,1101.28,4405.12
2025-06-29,1049,Północ,2,3578.36,7156.72
2025-05-22,1034,Wschód,1,4898.17,4897.21
2025-06-15,1047,Północ,4,1254.48,5017.92
2025-04-29,1019,Północ,2,150.56,301.12
2025-06-07,1004,Południe,3,307.95,923.85
2025-04-25,1003,Wschód,1,283.54,284.18
2025-06-24,1055,Południe,1,1173.19,1173.19
2025-04-11,1004,Zachód,4,310.09,1240.36
2025-06-27,1028,Północ,4,2492.3,9969.2
2025-06-29,1055,Północ,3,1128.56,3385.68
2025-05-16,1059,Południe,5,130.09,650.45
2025-05-18,1081,Wschód,4,3460.38,13841.0
2025-05-03,1072,Wschód,1,2983.81,2980.62
2025-06-24,1073,Południe,2,1250.75,2501.5
2025-05-08,1017,Zachód,2,122.52,245.04
2025-04-30,1019,Zachód,2,150.65,301.3
2025-04-26,1084,Zachód,5,4576.51,22882.55
2025-06-07,1093,Wschód,1,410.71,410.71
2025-06-05,1031,Zachód,1,241.6,241.6
2025-06-09,1017,Zachód,4,127.9,511.6
2025-05-07,1085,Zachód,2,430.72,861.44
2025-06-12,1072,Południe,5,2962.39,14811.95
2025-05-17,1073,Północ,3,1224.45,3673.35
2025-06-16,1063,Północ,3,222.52,667.56
2025-04-29,1098,Północ,2,75.77,151.54
2025-06-13,1015,Południe,1,85.74,85.74
2025-06-24,1006,Południe,1,54.45,54.45
2025-05-30,1080,Zachód,5,3699.29,18496.45
2025-06-08,1059,Południe,5,135.57,677.85
2025-06-02,1092,Zachód,1,318.53,318.53
2025-06-19,1042,Zachód,4,3201.48,12805.92
2025-04-08,1065,Zachód,2,285.47,570.94
2025-04-25,1050,Południe,5,101.27,506.35
2025-06-01,2864,Zachód,4,566.0,2264.01
2025-05-15,1034,Południe,1,4817.6,4817.6
2025-06-14,1011,Zachód,1,57.06,57.06
2025-06-07,1026,Północ,5,158.86,794.3
2025-04-05,1068,Północ,3,126.46,379.38
2025-06-23,1100,Wschód,1,4679.91,4679.91
2025-06-22,1097,Południe,1,1083.24,1083.24
2025-06-17,1068,Wschód,2,124.22,244.74
2025-05-22,1072,Południe,1,2936.38,2936.38
2025-04-22,1029,Zachód,1,4509.87,4509.87
2025-05-10,1069,Północ,5,3365.05,16825.25
2025-04-16,1076,Zachód,1,606.74,606.74
2025-04-05,1062,Zachód,5,705.47,3527.35
2025-06-06,1017,Północ,3,130.7,392.1
2025-05-17,1100,Południe,4,4825.97,19303.88
2025-06-09,1048,Zachód,1,4392.66,4392.66
2025-06-10,1064,Południe,3,1500.8,4502.4
2025-06-19,1042,Zachód,3,3121.96,9365.88
2025-05-14,1050,Wschód,4,106.6,426.4
2025-06-10,1060,Wschód,4,187.51,750.04
2025-06-12,1052,Południe,4,3696.04,14784.16
2025-06-30,2665,Wschód,2,25.97,51.94
2025-06-16,1031,Południe,2,241.43,482.86
2025-05-01,1038,Północ,2,4920.18,9840.36
2025-04-13,1023,Południe,1,3000.57,3000.57
2025-06-25,1027,Północ,1,390.4,390.4
2025-06-02,1022,Północ,5,2169.01,10845.05
2025-05-23,1081,Północ,2,3341.73,6683.46
2025-05-26,1089,Zachód,3,293.66,880.98
2025-04-26,1002,Wschód,3,146.21,438.63
2025-06-28,1024,Zachód,5,1070.08,5350.4
2025-05-13,1013,Południe,3,2706.52,8119.56
2025-06-21,1087,Północ,2,649.98,1299.96
2025-05-05,1075,Wschód,3,104.09,312.27
2025-04-25,1061,Zachód,2,467.35,934.7
2025-04-23,1100,Wschód,4,4407.32,17629.28
2025-05-03,1005,Zachód,3,986.27,2957.01
2025-06-10,1097,Południe,1,1110.21,1110.21
2025-04-27,1059,Północ,3,132.12,396.36
2025-06-01,1095,Wschód,3,157.75,473.25
2025-05-24,1071,Zachód,1,945.93,945.93
2025-06-12,1015,Południe,3,82.81,248.43
2025-06-12,1087,Zachód,2,632.37,1264.74
2025-06-12,1061,Południe,5,479.58,2401.65
2025-06-18,1035,Północ,3,3477.19,10431.57
2025-05-28,1021,Północ,4,590.89,2363.56
2025-04-28,2103,Zachód,4,381.92,1527.68
2025-06-23,1040,Południe,1,2296.57,2296.57
2025-05-18,1045,Północ,5,1746.05,8730.25
2025-06-18,1058,Północ,2,300.89,601.78
2025-06-15,1091,Wschód,2,3251.18,6502.36
2025-06-26,1050,Południe,5,99.85,499.25
2025-05-02,1033,Południe,5,144.05,720.25
2025-04-25,1089,Północ,2,295.81,591.62
2025-06-02,1064,Wschód,5,1462.03,7310.15
2025-06-05,1026,Zachód,1,169.7,169.7
2025-04-07,1022,Północ,1,2114.12,2114.12
2025-04-04,1007,Południe,2,24.46,48.92
2025-04-06,1025,Wschód,3,2231.36,6694.08
2025-04-30,1036,Zachód,2,1686.58,3373.16
2025-04-12,1055,Wschód,5,1120.06,5600.3
2025-06-08,1026,Wschód,4,156.99,627.96
2025-04-01,1010,Wschód,2,2585.82,5171.64
2025-06-20,1045,Południe,4,1814.7,7258.8
2025-06-04,1089,Północ,1,294.91,294.91
2025-04-04,1016,Południe,5,902.13,4510.65
2025-05-02,1006,Południe,2,57.26,114.52
2025-04-10,1072,Wschód,2,3070.6,6141.2
2025-04-16,1030,Południe,5,153.29,766.45
2025-04-08,1020,Wschód,5,121.98,609.9
2025-05-29,1004,Wschód,2,293.78,587.56
2025-06-01,1046,Południe,4,5247.68,20990.72
2025-06-10,1001,Północ,3,356.31,1068.93
2025-05-03,1024,Wschód,2,1087.54,2175.08
2025-06-07,1057,Zachód,3,4055.72,12167.16
2025-06-18,1071,Północ,4,973.39,3893.56
2025-05-15,1065,Zachód,2,267.06,534.12
2025-06-25,1005,Wschód,5,1004.13,5020.65
2025-04-27,1042,Południe,3,3439.85,10319.68
2025-05-24,1054,Północ,4,2181.21,8724.84
2025-05-11,1072,Zachód,2,3022.96,6045.92
2025-04-27,1030,Południe,2,152.98,305.96
2025-06-08,1027,Zachód,2,379.41,758.82
2025-05-29,1044,Wschód,5,2039.35,10196.75
2025-05-21,1063,Północ,1,237.49,237.49
2025-06-20,1099,Zachód,2,1160.61,2324.15
2025-06-13,1093,Południe,2,414.04,827.63
2025-05-24,1042,Południe,1,3429.59,3429.59
2025-06-03,9999,Południe,2,1448.28,2896.56
2025-04-14,1089,Południe,1,280.19,280.19
2025-04-25,1070,Wschód,4,19.21,76.84
2025-06-06,1030,Wschód,2,164.03,328.06
2025-06-05,1004,Wschód,3,305.06,915.18
2025-06-15,1017,Północ,4,125.8,503.2
2025-04-24,1046,Południe,2,4948.14,9896.28
2025-05-06,1095,Północ,4,172.19,688.76
2025-04-04,2111,Wschód,5,195.79,978.95
2025-05-22,1059,Południe,3,134.91,404.73
2025-06-19,1011,Zachód,4,55.42,221.68
2025-04-28,1016,Północ,4,914.59,3658.36
2025-06-12,1003,Wschód,3,303.12,909.36
2025-05-21,1035,Północ,3,3306.46,9919.38
2025-05-30,1061,Południe,3,466.73,1400.19
2025-06-05,1030,Wschód,2,162.02,324.04
2025-05-27,1002,Zachód,4,159.69,638.76
2025-05-21,1082,Zachód,5,376.09,1880.45
2025-04-14,1051,Wschód,4,221.26,885.04
2025-04-19,1009,Południe,3,294.78,884.34
2025-05-24,1051,Południe,1,206.99,206.99
2025-06-24,1085,Zachód,4,430.08,1720.32
2025-06-09,1003,Północ,1,280.47,280.47
2025-04-03,1038,Wschód,3,5184.3,15552.9
2025-05-02,1061,Południe,1,456.99,456.99
2025-04-09,1063,Wschód,1,232.3,232.3
2025-05-13,1079,Wschód,2,342.43,684.86
2025-04-28,1100,Północ,4,4673.18,18692.72
2025-06-02,1011,Zachód,4,55.94,220.81
2025-04-18,1009,Południe,3,308.87,926.61
2025-06-24,1100,Południe,3,4601.54,13804.62
2025-04-23,1036,Wschód,2,1707.91,3415.82
2025-05-26,1050,Zachód,3,106.39,319.17
2025-04-25,1045,Zachód,2,1836.61,3673.22
2025-05-11,1044,Wschód,4,2241.5,8968.99
2025-06-24,1077,Wschód,3,2538.59,7615.77
2025-06-21,1054,Zachód,3,2010.95,6032.85
2025-04-28,1070,Wschód,3,20.12,60.36
2025-05-29,1085,Południe,2,439.09,878.18
2025-04-13,1068,Zachód,3,125.72,377.16
2025-04-01,1072,Północ,4,3108.42,12433.68
2025-05-04,1068,Południe,5,118.57,592.85
2025-05-20,1077,Północ,3,2557.12,7671.36
2025-06-16,1051,Zachód,3,205.19,615.57
2025-05-11,1021,Wschód,4,587.82,2351.28
2025-04-12,1058,Zachód,3,300.89,902.67
2025-04-18,1055,Zachód,4,1120.56,4482.24
2025-06-11,1002,Zachód,4,154.04,616.16
2025-06-27,1017,Południe,2,121.23,242.46
2025-06-01,1006,Północ,3,57.42,172.26
2025-06-06,1060,Północ,4,182.1,731.28
2025-06-20,1072,Północ,4,2947.16,11788.64
2025-06-23,1011,Wschód,5,58.6,293.0
2025-06-13,1007,Południe,4,24.58,98.32
2025-05-26,1055,Zachód,3,1188.38,3565.14
2025-04-09,1035,Zachód,5,3509.98,17549.9
2025-06-01,2007,Zachód,4,982.0,3928.0
2025-05-25,1014,Zachód,5,1404.03,7020.15
2025-04-12,1098,Północ,2,72.05,144.1
2025-05-06,1035,Północ,1,3560.36,3560.36
2025-06-01,1041,Południe,5,4004.98,20024.9
2025-06-10,1050,Południe,5,108.24,541.2
2025-05-31,1061,Zachód,3,458.91,1376.73
2025-05-03,1043,Wschód,4,339.75,1359.0
2025-05-06,1026,Wschód,3,166.36,499.08
2025-04-16,1023,Południe,1,2995.82,2995.82
2025-05-12,1081,Południe,4,3661.26,14645.04
2025-05-04,1006,Zachód,2,52.74,105.48
2025-04-15,1002,Zachód,5,158.99,798.66
2025-04-23,1048,Zachód,3,4485.84,13457.52
2025-06-23,1064,Wschód,4,1453.1,5812.4
2025-04-13,2581,Zachód,5,411.7,2058.5
2025-06-02,1054,Wschód,5,2192.26,10961.3
2025-06-05,1097,Południe,4,1055.96,4223.84
2025-04-02,1057,Wschód,4,4359.62,17434.18
2025-05-16,1093,Zachód,4,408.7,1634.8
2025-05-09,9999,Północ,1,1505.04,1505.04
2025-05-04,1090,Zachód,4,3894.75,15579.0
2025-06-22,1069,Wschód,4,3417.84,13671.36
2025-05-02,1079,Południe,5,365.43,1827.15
2025-05-18,1064,Zachód,3,1496.92,4490.76
2025-05-08,1008,Południe,4,116.08,464.32
2025-06-06,1016,Zachód,3,974.31,2922.93
2025-06-16,1089,Południe,3,283.81,851.43
2025-06-04,1091,Wschód,5,3454.28,17275.51
2025-04-28,1013,Zachód,5,2677.49,13387.45
2025-05-23,1074,Południe,5,47.92,239.6
2025-05-31,1009,Północ,1,299.95,299.95
2025-05-11,1008,Zachód,3,115.78,347.34
2025-04-13,1047,Wschód,1,1322.91,1322.91
2025-06-14,1084,Południe,3,4484.89,13451.66
2025-04-15,1046,Zachód,3,5350.77,16052.31
2025-06-25,1020,Wschód,2,125.9,251.8
2025-04-30,1066,Zachód,4,85.04,340.16
2025-06-15,1071,Wschód,2,990.66,1981.32
2025-06-27,1031,Południe,1,250.51,250.51
2025-04-16,1040,Zachód,3,2320.66,6961.98
2025-05-03,1017,Zachód,1,130.11,130.11
2025-05-07,1037,Wschód,3,870.56,2611.68
2025-04-21,1064,Południe,4,1567.99,6271.96
2025-05-05,1051,Zachód,1,220.04,220.04
2025-04-28,1041,Zachód,2,3905.11,7810.22
2025-05-26,1010,Południe,2,2658.29,5316.58
2025-04-13,1091,Północ,3,3371.48,10114.44
2025-04-25,1055,Północ,2,1195.26,2390.52
2025-04-16,1063,Wschód,5,235.13,1175.65
2025-06-23,1026,Północ,4,156.99,627.96
2025-05-17,1002,Wschód,2,146.3,292.6
2025-04-03,1009,Wschód,1,308.13,308.13
2025-04-03,9999,Wschód,5,1542.6,7713.0
2025-05-19,2139,Północ,5,733.46,3667.3
2025-05-13,1086,Zachód,1,2114.83,2114.83
2025-05-23,1013,Północ,3,2570.78,7712.34
2025-06-06,1063,Północ,5,216.76,1084.46
2025-05-31,1013,Zachód,5,2593.47,12967.35
2025-05-02,1054,Północ,1,2068.56,2068.56
2025-05-24,1077,Południe,3,2359.88,7079.64
2025-04-15,1078,Południe,3,2840.5,8521.5
2025-04-06,1021,Północ,2,608.62,1217.24
2025-05-04,1098,Północ,4,69.46,277.84
2025-06-08,1017,Zachód,5,122.41,612.05
2025-04-27,1098,Wschód,3,74.3,222.9
2025-06-20,1060,Północ,1,187.67,187.67
2025-05-17,1029,Wschód,2,4386.22,8772.44
2025-05-14,1086,Południe,1,2042.66,2042.66
2025-06-09,1072,Zachód,4,2933.98,11735.92
2025-06-27,1083,Wschód,4,4947.93,19791.72
2025-04-07,1061,Północ,5,441.74,2208.7
2025-06-11,1066,Zachód,1,92.85,92.85
2025-06-10,1059,Północ,3,135.93,407.79
2025-05-12,1024,Południe,5,1077.06,5385.3
2025-05-07,1054,Zachód,1,2155.18,2155.18
2025-05-31,1013,Północ,5,2750.58,13752.9
2025-04-19,1027,Zachód,3,388.54,1165.62
2025-04-17,1001,Wschód,4,349.19,1396.76
2025-06-28,1071,Południe,5,969.46,4847.3
2025-06-07,1087,Wschód,2,625.94,1247.01
2025-06-29,1027,Wschód,2,382.39,764.78
2025-04-13,1058,Południe,5,300.89,1504.45
2025-04-07,1099,Północ,3,1069.22,3207.66
2025-04-22,1082,Południe,5,365.3,1826.5
2025-06-19,1070,Południe,3,19.18,57.54
2025-05-31,1092,Północ,2,305.52,611.04
2025-04-05,1052,Wschód,2,3783.2,7566.4
2025-05-02,1027,Południe,1,391.66,391.66
2025-04-10,2378,Zachód,1,199.47,199.47
2025-05-03,1074,Zachód,5,47.44,237.2
2025-06-26,1029,Północ,3,4716.18,14148.54
2025-04-18,1002,Wschód,5,151.42,757.1
2025-05-04,1038,Wschód,3,4910.1,14730.3
2025-04-27,1037,Wschód,2,851.72,1703.44
2025-04-12,1099,Południe,2,1161.62,2323.24
2025-05-01,1079,Północ,2,339.07,678.14
2025-06-15,9999,Południe,4,1429.92,5719.68
2025-04-12,1047,Południe,1,1229.07,1229.07
2025-05-10,1026,Wschód,5,162.14,810.7
2025-04-09,1011,Wschód,2,58.85,117.7
2025-05-12,1056,Zachód,2,654.12,1308.24
2025-05-09,1026,Zachód,3,164.4,493.2
2025-05-25,1062,Północ,1,686.63,686.63
2025-06-26,1056,Wschód,4,682.05,2728.2
2025-05-25,1056,Wschód,1,682.79,682.79
2025-06-10,1031,Zachód,1,244.65,244.65
2025-05-22,1035,Północ,4,3602.87,14411.48
2025-05-24,1029,Zachód,4,4719.13,18876.52
2025-06-18,1049,Południe,4,3756.68,15026.72
2025-05-24,1060,Północ,5,178.29,891.45
2025-04-28,1056,Południe,3,652.06,1956.18
2025-04-25,1027,Wschód,2,378.98,757.96
2025-05-13,1031,Wschód,5,250.06,1250.3
2025-05-31,1050,Północ,5,103.03,515.15
2025-06-28,1034,Wschód,3,4948.89,14846.67
2025-05-14,1078,Zachód,2,3007.22,6014.44
2025-05-26,1018,Wschód,1,2694.19,2694.19
2025-05-06,1033,Wschód,4,136.77,547.08
2025-05-11,1091,Południe,2,3423.2,6846.4
2025-05-09,1099,Wschód,1,1133.31,1133.31
2025-05-26,1041,Zachód,4,3813.97,15255.88
2025-05-11,1036,Zachód,1,1662.29,1662.29
2025-06-10,1015,Północ,4,82.62,330.48
2025-05-20,1020,Wschód,2,120.19,240.38
2025-06-03,1073,Zachód,5,1231.19,6155.95
2025-05-23,1073,Zachód,5,1233.47,6167.35
2025-05-07,1083,Zachód,2,4951.39,9902.78
2025-06-24,1096,Zachód,3,1267.31,3801.93
2025-06-20,1043,Wschód,3,325.59,976.77
2025-05-25,1001,Północ,5,327.64,1638.2
2025-06-29,1068,Wschód,4,127.78,511.12
2025-04-25,9999,Zachód,4,1436.2,5744.8
2025-04-13,1006,Północ,1,56.63,56.63
2025-04-01,1051,Wschód,3,204.68,614.04
2025-04-18,1062,Północ,1,690.63,690.63
2025-04-13,1075,Zachód,5,103.37,516.85
2025-04-13,1089,Północ,4,282.89,1131.56
2025-05-11,1084,Północ,2,4726.39,9452.78
2025-04-16,1031,Wschód,5,239.82,1199.1
2025-05-24,1051,Zachód,1,206.66,206.66
2025-04-30,1071,Północ,4,1009.27,4037.08
2025-06-14,1004,Zachód,4,301.6,1206.4
2025-04-15,1030,Południe,5,157.68,788.4
2025-06-29,1055,Południe,3,1192.48,3577.44
2025-04-02,1093,Południe,3,393.07,1179.21
2025-04-23,1087,Południe,3,684.86,2054.58
2025-04-02,1070,Północ,2,18.74,37.48
2025-05-17,1029,Wschód,4,4706.29,18825.16
2025-05-01,1032,Wschód,2,135.48,270.96
2025-06-14,1071,Wschód,1,925.13,925.13
2025-05-29,1081,Południe,3,3377.29,10131.87
2025-06-08,1049,Południe,4,3520.14,14082.89
2025-04-13,1040,Północ,2,2388.46,4776.92
2025-05-19,1064,Południe,3,1455.12,4365.36
2025-04-25,1040,Wschód,5,2246.79,11233.95
2025-06-09,1096,Wschód,2,1175.45,2348.79
2025-04-10,1010,Zachód,3,2702.99,8108.97
2025-04-01,1019,Południe,4,147.61,590.44
2025-04-29,1055,Północ,1,1117.3,1117.3
2025-06-27,1023,Zachód,5,2952.16,14760.8
2025-06-26,1078,Wschód,2,2931.7,5863.4
2025-05-19,2828,Zachód,2,436.18,872.36
2025-06-11,1097,Wschód,1,1083.7,1083.7
2025-04-30,1058,Południe,4,300.89,1203.56
2025-04-06,1084,Północ,5,4522.23,22611.15
2025-05-21,1097,Wschód,3,1101.96,3305.88
2025-06-11,1100,Zachód,3,4798.45,14395.35
2025-06-19,1054,Północ,5,2108.51,10542.55
2025-05-19,1072,Południe,3,2964.91,8894.73
2025-06-15,1058,Północ,5,300.89,1504.45
2025-05-09,1062,Północ,5,705.96,3529.8
2025-04-27,1020,Północ,4,127.81,511.24
2025-04-05,1085,Zachód,1,438.53,438.53
2025-05-15,1046,Północ,4,5361.38,21445.52
2025-04-26,1063,Zachód,1,224.61,224.61
2025-04-03,1020,Południe,5,126.42,632.1
2025-05-27,1067,Południe,4,692.17,2768.68
2025-06-30,1088,Wschód,2,107.6,215.2
2025-06-20,1065,Wschód,3,268.33,804.99
2025-04-07,1079,Północ,4,356.47,1425.88
2025-04-30,1017,Zachód,5,123.48,617.4
2025-04-22,1055,Wschód,3,1194.27,3582.81
2025-05-21,1002,Południe,4,150.14,600.56
2025-05-26,1019,Wschód,2,148.32,296.64
2025-06-02,1097,Północ,4,1085.15,4340.6
2025-06-22,1035,Wschód,3,3512.18,10536.54
2025-04-21,1081,Północ,4,3559.91,14239.64
2025-05-19,1090,Zachód,3,3930.48,11791.44
2025-06-06,1046,Południe,5,5036.98,25184.9
2025-04-29,1096,Północ,3,1295.1,3885.3
2025-05-14,1050,Południe,1,102.39,102.39
2025-04-03,1089,Północ,1,291.52,291.52
2025-06-25,1085,Południe,3,424.92,1274.76
2025-04-09,1055,Południe,2,1117.9,2235.8
2025-06-11,1065,Północ,1,286.44,286.44
2025-04-01,1091,Północ,5,3394.34,16971.7
2025-04-04,1011,Północ,3,57.83,173.49
2025-06-29,1080,Zachód,5,3754.38,18771.9
2025-04-08,1055,Północ,1,1196.03,1196.03
2025-04-24,1062,Południe,5,692.69,3463.45
2025-06-23,1005,Wschód,3,929.33,2787.99
2025-04-12,1040,Północ,3,2329.13,6987.39
2025-06-01,1089,Wschód,1,292.47,292.47
2025-06-29,1094,Wschód,5,211.01,1055.05
2025-04-20,1027,Wschód,5,389.18,1945.9
2025-06-15,1057,Północ,2,4289.61,8579.22
2025-05-05,1084,Południe,1,4478.93,4478.93
2025-04-22,1025,Zachód,4,2241.18,8964.72
2025-05-11,1075,Północ,2,97.99,195.98
2025-06-11,1017,Północ,1,126.41,126.41
2025-05-22,1070,Zachód,5,20.14,100.7
2025-06-12,1073,Północ,5,1207.62,6038.1
2025-04-24,1018,Wschód,1,2915.73,2915.73
2025-06-20,1080,Zachód,5,3849.25,19246.25
2025-04-22,1003,Północ,1,277.41,277.41
2025-04-23,1100,Południe,2,4485.58,8971.16
2025-04-17,1090,Zachód,1,3999.94,3999.94
2025-04-10,2482,Wschód,3,312.56,937.68
2025-05-11,1066,Północ,2,89.74,179.48
2025-04-24,1071,Północ,5,971.65,4858.25
2025-05-16,1053,Wschód,1,233.8,233.8
2025-06-06,9999,Wschód,2,1552.32,3104.64
2025-06-23,1097,Południe,1,1155.85,1155.85
2025-05-04,1021,Zachód,4,585.07,2340.28
2025-06-06,1085,Zachód,2,456.17,912.34
2025-04-16,1083,Północ,1,5080.71,5080.71
2025-06-11,1036,Wschód,3,1773.51,5320.53
2025-04-29,1038,Wschód,2,5330.63,10663.51
2025-05-30,1091,Wschód,2,3267.87,6535.74
2025-06-05,1067,Wschód,3,752.65,2257.95
2025-06-24,1060,Południe,4,188.02,752.08
2025-06-29,1048,Wschód,2,4378.39,8756.78
2025-05-13,1099,Zachód,2,1156.97,2313.94
2025-05-31,1077,Południe,1,2554.02,2554.02
2025-04-19,1045,Północ,3,1839.19,5517.57
2025-05-25,1082,Wschód,1,364.14,364.14
2025-05-26,1061,Wschód,5,453.76,2268.8
2025-06-14,1060,Południe,4,194.23,776.92
2025-06-08,1009,Wschód,4,318.27,1273.08
2025-06-01,1046,Zachód,3,4861.4,14584.2
2025-05-21,1031,Północ,3,250.52,751.56
2025-06-18,1091,Północ,5,3482.97,17414.85
2025-06-05,1074,Zachód,1,46.42,46.42
2025-05-16,1042,Południe,2,3234.98,6469.96
2025-04-03,1086,Zachód,5,2072.37,10361.85
2025-05-03,1049,Zachód,1,3718.27,3718.27
2025-05-21,1051,Południe,1,214.62,214.62
2025-06-24,1016,Północ,2,977.06,1954.12
2025-06-21,1026,Wschód,2,159.26,323.21
2025-05-17,1015,Zachód,5,88.83,444.15
2025-05-31,1058,Południe,4,300.89,1203.56
2025-05-07,1043,Północ,2,342.12,684.24
2025-04-22,1044,Południe,3,2107.64,6322.92
2025-06-22,1041,Zachód,5,3734.21,18671.05
2025-05-11,1098,Zachód,5,72.61,363.05
2025-05-15,1033,Południe,2,145.79,291.58
2025-05-23,1091,Południe,2,3281.18,6562.36
2025-04-24,1010,Północ,1,2631.11,2631.11
2025-04-16,1007,Południe,5,23.35,116.75
2025-06-05,1089,Południe,4,289.54,1158.16
2025-04-26,1009,Południe,5,308.0,1540.0
2025-06-28,1014,Południe,4,1422.9,5691.6
2025-06-12,1001,Południe,2,338.3,676.6
2025-05-11,1087,Północ,5,664.49,3322.45
2025-04-26,1064,Południe,2,1556.31,3112.62
2025-04-19,1010,Zachód,5,2739.54,13697.7
2025-04-22,1090,Północ,3,4049.98,12149.94
2025-06-18,1024,Południe,3,1052.92,3158.76
2025-05-20,1044,Wschód,5,2153.26,10766.3
2025-06-24,1041,Wschód,4,3812.26,15249.04
2025-05-07,1054,Południe,4,2174.03,8696.12
2025-04-01,1054,Północ,5,2032.91,10164.55
2025-06-19,1047,Wschód,4,1240.07,4960.28
2025-05-21,1014,Zachód,3,1328.88,3982.77
2025-05-29,1068,Zachód,5,127.51,637.55
2025-06-30,1024,Południe,4,1000.54,4002.16
2025-05-24,1047,Południe,5,1269.48,6347.4
2025-04-06,1024,Zachód,3,1048.72,3146.16
2025-04-20,1034,Południe,3,4649.53,13948.59
2025-06-22,1048,Południe,4,4567.95,18271.8
2025-05-06,1005,Wschód,1,963.2,963.2
2025-06-16,1008,Południe,3,115.89,347.67
2025-04-06,1098,Północ,3,70.86,212.58
2025-05-28,1029,Wschód,1,4361.1,4361.1
2025-05-27,1096,Zachód,1,1184.39,1184.39
2025-04-20,1032,Północ,3,130.92,392.76
2025-05-29,1027,Południe,3,410.03,1230.09
2025-04-14,1080,Południe,4,3721.47,14885.88
2025-04-04,1040,Południe,4,2307.22,9228.88
2025-04-06,1061,Zachód,5,473.51,2367.55
2025-04-02,1019,Zachód,1,145.6,145.6
2025-06-27,1018,Wschód,2,2903.09,5806.18
2025-04-16,1032,Wschód,2,137.66,275.32
2025-05-28,1068,Wschód,2,123.78,247.56
2025-05-29,1030,Południe,1,161.23,161.23
2025-06-05,1084,Wschód,3,4631.98,13895.94
2025-04-02,1040,Południe,1,2390.39,2390.39
2025-05-03,1028,Północ,1,2470.12,2470.12
2025-04-01,1008,Wschód,5,113.88,569.4
2025-06-30,2702,Południe,5,555.57,2777.85
2025-05-01,1048,Południe,3,4528.45,13585.35
2025-05-22,1060,Zachód,1,184.1,184.1
2025-04-14,1042,Zachód,2,3250.5,6501.0
2025-05-26,1086,Północ,3,1985.12,5955.36
2025-04-17,1003,Południe,4,285.74,1142.96
2025-04-02,1038,Zachód,5,4940.42,24702.1
2025-04-11,1028,Północ,1,2526.87,2526.87
2025-05-18,1013,Północ,1,2686.76,2686.76
2025-04-09,1070,Południe,1,18.94,18.94
2025-05-14,1097,Południe,3,1062.44,3187.32
2025-05-04,1057,Wschód,2,4192.94,8385.88
2025-05-10,1081,Północ,1,3534.96,3534.96
2025-05-01,1031,Wschód,1,251.68,251.68
2025-06-14,1082,Zachód,5,372.86,1864.3
2025-05-28,1066,Zachód,3,88.32,264.96
2025-04-03,1083,Północ,4,5021.56,20086.24
2025-04-03,1053,Północ,3,222.03,666.09
2025-04-27,1016,Zachód,2,907.86,1815.72
2025-06-01,1092,Północ,3,314.3,942.9
2025-06-09,1009,Północ,4,294.68,1178.72
2025-04-19,1055,Południe,5,1162.8,5814.0
2025-04-18,1087,Północ,4,629.23,2516.92
2025-06-13,1097,Zachód,2,1129.12,2258.24
2025-04-15,1029,Wschód,5,4514.31,22571.55
2025-05-19,1002,Zachód,3,158.26,474.78
2025-05-10,1002,Wschód,3,154.97,464.91
2025-04-23,1008,Wschód,2,118.05,236.1
2025-04-26,1019,Wschód,4,149.75,599.0
2025-04-06,1074,Wschód,4,45.32,181.28
2025-06-22,1096,Wschód,3,1295.49,3886.47
2025-05-13,1075,Zachód,1,99.09,99.09
2025-04-22,1044,Zachód,1,2129.1,2129.1
2025-04-20,1092,Północ,5,326.33,1631.65
2025-05-29,1013,Wschód,4,2602.07,10408.28
2025-04-09,1022,Południe,5,2123.83,10619.15
2025-04-16,1002,Zachód,4,158.84,635.36
2025-04-22,1068,Północ,2,125.97,251.94
2025-04-14,1069,Północ,5,3407.3,17036.5
2025-04-05,2113,Wschód,1,768.2,768.2
2025-06-10,1055,Zachód,2,1132.01,2264.02
2025-05-27,1096,Południe,5,1287.02,6435.1
2025-04-12,1041,Zachód,2,3921.94,7843.88
2025-05-05,1044,Wschód,3,2165.42,6496.26
2025-05-02,1064,Wschód,5,1474.04,7370.2
2025-04-27,1013,Zachód,4,2830.8,11323.2
2025-05-22,1098,Wschód,2,72.72,145.44
2025-05-22,1037,Zachód,5,871.11,4355.55
2025-05-24,1088,Zachód,2,106.72,213.44
2025-04-05,1095,Zachód,3,160.14,480.42
2025-05-27,1066,Wschód,2,91.23,182.46
2025-05-01,1009,Wschód,2,302.01,604.02
2025-06-19,1080,Południe,2,3651.33,7302.66
2025-04-15,1044,Wschód,4,2160.74,8642.96
2025-05-01,1017,Północ,4,118.93,475.72
2025-05-06,1050,Północ,3,104.05,312.15
2025-04-25,1046,Zachód,5,4923.2,24616.0
2025-04-30,1048,Południe,2,4590.03,9178.19
